kldb_title_de,kldb_title_en_proxy,kldb_5_code
Strumpfnher/in,Stocking sewer,28222
Strumpfstricker/in,Stocking knitter,28122
Strumpfwirker/in,Hosiery worker,28122
Stckappreteur/in,Piece finisher,28142
Stuckateur/in,plasterer,33222
Stuckateur/in - Restaurierungsarbeiten,Plasterer - restoration work,33223
Stuckateurhelfer/in,Plasterer helper,33301
Stuckateurmeister/in/B. Prof. Stuckateur-Handwerk,Master plasterer/B. Prof. plasterer craft,33293
Stckbleicher/in,Piece bleacher,28142
Stckenkrschner/in,Piece cutter,28342
Stckpassierer/in (Textilstopferei),Piece passer (textile stuffing),28122
Stuckrestaurator/in,Stucco restorer,33223
Stckschneider/in,Piece cutter,28222
Studienberater/in,Study advisor,71524
Studienfachberater/in,Study advisor,71524
Studiengangkoordinator/in,Course coordinator,84304
Studienleiter/in (Musik),Head of Studies (Music),94184
Studienseminarleiter/in (Lehrerausbildung),Study seminar leader (teacher training),84144
Studioansager/in,Studio announcer,94334
Studiobeleuchtungsmeister/in,Studio lighting master,94593
Studioleiter/in,Studio manager,94593
Studiomeister/in,Studio master,94593
Studiosprecher/in,Studio speaker,94334
Study-Nurse,Study Nurse,73342
Stufenplanbeauftragter/Stufenplanbeauftragte,Step-by-step plan representative/step-by-step plan representative,81884
Stuhlbauer/in,Chair maker,22342
Stuhlflechter/in,Chair weaver,22352
Stuhlgestellbauer/in,Chair frame builder,22342
Stuhlschreiner/in,Chair carpenter,22342
Stuhltischler/in,Chair carpenter,22342
Stuntman/-woman,Stuntman/woman,94283
Sttz- und Frderlehrer/in,Support and support teacher,84134
Sttzlehrer/in,Support teacher,84134
Sttzlehrkraft,Support teacher,84134
Sttzpunktleiter/in (Verkehrsbetrieb),Base manager (transport operations),51593
Stylist/in (Mode),Stylist (fashion),28213
Stylist-Trainer/in - Friseurschulung,Stylist trainer - hairdressing training,84223
Substitut/in - Direktionsassistent/in,Substitute - Management Assistant,71403
Substitut/in (Warenhandel),Substitute (merchandise trade),62103
"Sucht-, Drogenberater/in",Addiction and drug counselor,83154
Suchtberater/in,Addiction counselor,83154
Suchtpsychologe/-psychologin,Addiction psychologist,81624
Suchttherapeut/in,Addiction therapist,81634
Sudmeister/in,Brewmaster,29112
Sdostasienwissenschaftler/in,Southeast Asian scientist,91164
Supermarktleiter/in,Supermarket manager,62194
Supervisor/in (Psychotherapie),Supervisor (psychotherapy),81634
Supply-Chain-Manager/in,Supply chain manager,51624
Supply-Manager/in,Supply manager,61113
Support-Engineer (DV-Technik),Support engineer (DP technology),43223
Supportmitarbeiter/in - Informationstechnik,Support employee - information technology,43223
Surfbretthersteller/in,Surfboard manufacturer,27282
Surflehrer/in,Surf instructor,84583
Sámoster/in,Sámoster/in,29142
Sáspeisenkoch/-kchin,Sáfood chef/cook,29312
Sáwarenfacharbeiter/in,Sáware skilled worker,29262
Sáwarenhersteller/in,Sáware manufacturer,29262
Sáwarenmaschinensteuerer/-steuerin,Bakery machine controller,29262
Sáwarentechniker/in,Bakery technician,29263
Sáwarentechnologe/-technologin,Ságoods technologist,29262
Symphoniker/in,Symphony Orchestra,94114
Synchronautor/in,Dubbing author,92434
Synchronsprecher/in,Voice actor,94214
Synchrontontechniker/in,Synchronous sound technician,94533
Syndikus-Anwalt/-Anwltin,In-house lawyer,73134
Synergetik-Therapeut/Synergetik-Therapeutin,Synergetics therapist,81753
Synthesetechniker/in - Chemie,Synthesis technician - chemistry,41323
System Engineer (IT),System Engineer (IT),43414
System- und Automatisierungstechniker/in,System and automation engineer,26123
Systemanalytiker/in,Systems analyst,43214
Systemarchitekt/in,System architect,43214
Systemberater/in (EDV),System consultant (IT),43223
Systembetreuer/in (EDV),System administrator (IT),43343
Systemelektroniker/in,System electronics engineer,26302
Systementwickler/in,System developer,43414
Systemfunktionsprfer/in,System function tester,26252
Systeminformatiker/in,Systems IT specialist,26312
Systemingenieur/in (EDV),Systems engineer (IT),43414
Systemmacher/in - Gewehr,System maker - rifle,24522
Systemoperator/in,System operator,43333
Systemorganisator/in (EDV),System organizer (IT),43333
Systemplaner/in (EDV),System planner (IT),43214
Systemprogrammierer/in,System programmer,43413
Systemservicespezialist/in,System service specialist,43223
Systemspezialist/in (EDV),System specialist (EDP),43223
Systemtechniker/in (Telekommunikationstechnik),System technician (telecommunications technology),26313
Systemtester/in - Elektrotechnik,System tester - electrical engineering,26383
Systemtypist/in,System typist,71432
Systemverwalter/in,System administrator,43343
Systemwissenschaftler/in,Systems scientist,41184
Szenenbild-Assistent/in,Production design assistant,94612
Szenenbildner/in,Scene designer,94614
Szenenmaler/in,Scene painter,94612
Szenenplastiker/in,Scene sculptor,94612
Szenograf/in,Scenographer,94614
Tabakarbeiter/in,Tobacco worker,29201
Tabakaufbereiter/in,Tobacco processor,29272
Tabakfacharbeiter/in,Tobacco worker,29272
Tabakfermentierer/in,Tobacco fermenter,29272
Tabakmaschinenbediener/in,Tobacco machine operator,29272
Tabakprfer/in,Tobacco inspector,29272
Tabakwarenherstellungshelfer/in,Tobacco production assistant,29201
Tabakwarenmacher/in,Tobacco maker,29272
Tabakwarentechniker/in,Tobacco technician,29273
Tabakwarenverkufer/in,Tobacco seller,62382
Tabletteur/in,tablet maker,41312
Tafeldecker/in,Table setter,63382
Tafelknstler/in,Panel artist,63382
Tagesmutter/-vater,Childminder/father,83111
Tagesstttenleiter/in,Day center manager,83194
Tai Chi Chuan-Lehrer/in,Tai Chi Chuan teacher,84553
Tai-Chi-Chuan- und Qigong-Lehrer/in,Tai Chi Chuan and Qigong teacher,84553
Takelmacher/in,Rigging maker,28232
Talarschneider/in,Talar cutter,28222
Talent-Acquisition-Manager/in,Talent Acquisition Manager,71513
Talkmaster/in,Talk show host,94334
Tampongalvaniseur/in,Tampon electroplater,24302
Tankreiniger/in,Tank cleaner,54142
Tankstellenhelfer/in,Gas station assistant,62101
Tankstellenhilfe,Gas station assistance,62101
Tankstellenkaufmann/-frau,Gas station clerk/woman,62282
Tankstellenleiter/in,Gas station manager,62282
Tankstellenwart/in,Gas station attendant,62282
Tankwagenfahrer/in,Tank truck driver,52122
Tankwart/in,Gas station attendant,62282
Tanz- und Ausdruckstherapeut/in,Dance and expressive therapist,81783
Tanz- und Bewegungstherapeut/in,Dance and movement therapist,81783
Tanz- und Gymnastiklehrer/in,Dance and gymnastics teacher,84533
Tnzer/in - Bauchtanz,Dancer - belly dance,94224
Tnzer/in - Folklore,Dancer - Folklore,94224
Tnzer/in - Show,Dancer - Show,94224
Tanzlehrassistent/in,Dance teaching assistant,84533
Tanzlehrer/in,Dance teacher,84533
Tanzlehrer/in - Behinderten- u. Rehabilitationssport,Dance teacher - disabled and rehabilitation sports,84533
Tanzlehrer/in - Jazz-Dance,Dance teacher - jazz dance,84533
"Tanzlehrer/in - sozialpd., sozialtherapeutischer Bereich","Dance teacher - social education, social therapy area",84533
Tanzmusiker/in,Dance musician,94114
Tanzpdagoge/-pdagogin,Dance educator,84533
Tanzsportlehrer/in,Dance sports teacher,84533
Tanzsporttrainer/in,Dance sports trainer,84533
Tanztherapeut/in,Dance therapist,81783
Tanztrainer/in,Dance trainer,84533
Tapetendrucker/in,Wallpaper printer,23412
Tapetenkleber/in,Wallpaper gluer,33212
Tapetenmaschinendrucker/in,Wallpaper machine printer,23412
Tapetenprger/in,Wallpaper presser,23412
Tapezierer/in,Upholsterer,33212
Tapezierer/in und Dekorateur/in,Upholsterer and decorator,93232
Tapisserist/in,Tapestry artist,28112
"Tarifberater/in (Gas-, Stromtarif)","Tariff consultant (gas, electricity tariff)",83223
Taschensattler/in,Pocket saddler,28322
Taschenspieler/in,Sleight of hand player,94323
Taschenuhrmacher/in,Pocket watchmaker,24532
Tschner/in,Tschner/in,28322
Ttowierer/in,Tattoo artist,82332
Taubenzchter/in,Pigeon fancier,11222
Taubstummenlehrer/in,Teacher for the deaf and mute,84134
Taucher/in,Diver,24432
Tauchermeister/in,Master diver,24493
Tauchlackierer/in,Dip painter,22202
Tauchsportlehrer/in,Diving instructor,84583
Taxator/in,Valuer,61132
Taxifahrer/in,Taxi driver,52112
Taxiunternehmer/in,Taxi operator,51694
Tax-Manager/in,Tax Manager,72304
Taxonom/in,Taxonomist,41284
Teaching Pro/Proette,Teaching Pro/Proette,84583
Teachware-Designer/in,Teachware designer,92413
Teamassistent/in - Bro/Wirtschaft,Team Assistant - Office/Business,71402
Teamassistent/in - Controlling,Team Assistant - Controlling,72233
Teamassistent/in - Materialwirtschaft,Team Assistant - Materials Management,51312
Teamassistent/in - Statistik,Team Assistant - Statistics,41114
Teamleiter/in - Callcenter,Team leader - call center,92193
Techn. Angestellte/r (Prozeáleitelektronik),Technical employee (process control electronics),26123
Techn. Assistent/in - Automatisierungstechnik,Technical assistant - automation technology,26122
Techn. Assistent/in - Bautechnik,Technical assistant - construction technology,31102
Techn. Assistent/in - Betriebsinformatik,Technical assistant - business information technology,43112
Techn. Assistent/in - Bhne/Film/Fernsehen,Technical assistant - stage/film/television,94512
Techn. Assistent/in - Chemische u. biologische Laboratorien,Technical assistant - chemical and biological laboratories,41212
Techn. Assistent/in - chemische/kosmetische Labors,Technical assistant - chemical/cosmetic laboratories,41322
Techn. Assistent/in - Elektronik und Datentechnik,Technical assistant - electronics and data technology,26312
Techn. Assistent/in - Gebudetechnik,Technical assistant - building technology,34102
Techn. Assistent/in - Informatik,Technical assistant - computer science,43102
Techn. Assistent/in - Konstruktions- und Fertigungstechnik,,27303
Techn. Assistent/in - Medieninformatik,Technical assistant - media informatics,43152
Techn. Assistent/in - medizinische Gertetechnik,Technical assistant - medical device technology,82502
Techn. Assistent/in - Metallografie/physik.Werkstoffanalyse,Technical assistant - metallography/physical materials analysis,41422
Techn. Assistent/in - Metallografie/Werkstoffkunde,Technical assistant - metallography/materials science,41422
Techn. Assistent/in - nachwachsende Rohstoffe,Technical assistant - renewable raw materials,26242
Techn. Assistent/in - naturkundliche Museen/Forschungsinst.,Technical assistant - natural history museums/research institutes,94712
Techn. Assistent/in - Produktionsinformatik,Technical assistant - production information technology,43122
Techn. Assistent/in - regenerative Energietechnik/Energiem.,Technical Assistant - Renewable Energy Technology/Energy Management,26242
Techn. Assistent/in - Textiltechnik,Technical assistant - textile technology,28102
Techn. Assistent/in - Verarbeitung nachwachsender Rohstoffe,Technical assistant - processing renewable raw materials,26242
Techn. Assistent/in - Zytologie,Technical assistant - cytology,81212
Techn. Lehrer/in - Sonderschulen (geistig Behinderte),Technical teacher - special schools (mentally disabled),84134
Techn. Lehrer/in (Agrartechnik),Technical teacher (agricultural technology),84213
Techn. Offiziersanwrter/in,Technical officer candidate,51133
Techn. Produktdesigner/in - Maschinen- u. Anlagenkonstrukt.,Technical product designer - machine and system design.,27212
Techn. Produktdesigner/in - Produktgestaltung u. -konstrukt.,Technical product designer - product design and construction.,27212
Techn. Umweltfachwirt/in,Technical environmental specialist,42313
Technical Writer/in,Technical Writer,92434
Technical-Account-Manager/in,Technical Account Manager,61123
Techniker/in - (Fein-)Optik,Technician - (fine) optics,21363
Techniker/in - Abfalltechnik,Technician - waste technology,34333
Techniker/in - Abwassertechnik,Technician - wastewater technology,34313
Techniker/in - Agrarinformatik,Technician - Agricultural Informatics,11183
"Techniker/in - Agrartechnik (Garten-, Landschaftsbau)","Technician - agricultural technology (horticulture, landscaping)",12143
Techniker/in - Agrartechnik (Produktionsgartenbau),Technician - Agricultural Engineering (Production Horticulture),12103
Techniker/in - Agrartechnik (Umweltschutztechnik),Technician - Agricultural Engineering (Environmental Protection Technology),11113
Techniker/in - Agrartechnik (Weinbau/Kellerwirtschaft),Technician - Agricultural Engineering (Viticulture/Cellar Management),11603
Techniker/in - Agrartechnik/B. Prof. Technik,Technician - Agricultural Engineering/B. Prof. Technology,11113
Techniker/in - Agrarwirtschaft,Technician - Agriculture,11113
Techniker/in - Anlagenbau,Technician - plant engineering,34343
Techniker/in - Anlageninstandhaltung,Technician - Plant Maintenance,34343
"Techniker/in - Anwendungs-/Betriebstechnik (Farben, Lacke)","Technician - application/operational technology (paints, varnishes)",22203
Techniker/in - Arbeitsgestaltung/Zeitwirtschaft,Technician - work design/time management,27303
Techniker/in - Arbeitsorganisation und Arbeitsgestaltung,Technician - work organization and work design,27303
Techniker/in - Aufbereitungstechnik,Technician - Processing Technology,21113
Techniker/in - Augenoptik,Technician - optics,82523
Techniker/in - Automatisierte Produktion (metallv. Ind.),Technician - Automated Production (metallv. Ind.),26123
Techniker/in - Automatisierungstechnik,Technician - automation technology,26123
Techniker/in - Bckereitechnik,Technician - bakery technology,29223
Techniker/in - Baubetrieb,Technician - construction company,31103
Techniker/in - Baudenkmalpfl./Altbauerneu./B. Prof. Technik,Technician - Monument Preservation/Old Building Renovation/B. Prof. Technology,31153
"Techniker/in - Baudenkmalpflege, Altbauerneuerung (Farbe)","Technician - monument preservation, renovation of old buildings (color)",31153
"Techniker/in - Baudenkmalpflege, Altbauerneuerung (Stuck)","Technician - monument preservation, renovation of old buildings (stucco)",31153
Techniker/in - Baudenkmalpflege/Altbauerneuer. (Farbe/Stuck),Technician - monument preservation/old building renovation. (paint/stucco),31153
Techniker/in - Baudenkmalpflege/Altbauerneuerung (Hochbau),Technician - Monument Preservation/Old Building Renewal (Building Construction),31153
Techniker/in - Baudenkmalpflege/Altbauerneuerung (Holz),Technician - Monument Preservation/Old Building Renewal (Wood),31153
Techniker/in - Baudenkmalpflege/Altbauerneuerung (Metall),Technician - Monument Preservation/Old Building Renewal (Metal),31153
Techniker/in - Baudenkmalpflege/Altbauerneuerung (Stein),Technician - Monument Preservation/Old Building Renewal (Stone),31153
Techniker/in - Baudenkmalpflege/Altbauerneuerung (Tiefbau),Technician - Monument Preservation/Old Building Renewal (Civil Engineering),31153
Techniker/in - Bauelementetechnologie,Technician - component technology,21223
Techniker/in - Baukonstruktion,Technician - building construction,31103
Techniker/in - Bausanierung,Technician - building renovation,31153
Techniker/in - Baustofftechnologie,Technician - Building Materials Technology,21223
Techniker/in - Bautechnik (Ausbau)/B. Prof. Technik,Technician - construction technology (expansion)/B. Prof. Technology,33303
Techniker/in - Bautechnik (Baubetrieb),Technician - Construction Technology (Construction Operations),31103
Techniker/in - Bautechnik (Bauern./Bausan.)/B. Prof. Technik,Technician - Construction Technology (Farm./Construction San.)/B. Prof. Technology,31153
Techniker/in - Bautechnik (Baukonstruktion),Technician - Construction Technology (Building Construction),31103
Techniker/in - Bautechnik (Bauwerkerhaltung),Technician - construction technology (building maintenance),31153
Techniker/in - Bautechnik (Betonbau),Technician - Construction Technology (Concrete Construction),32113
Techniker/in - Bautechnik (Hochbau)/B. Prof. Technik,Technician - Civil Engineering (Building Construction)/B. Prof. Technology,32103
Techniker/in - Bautechnik (o. Schwerpunkt)/B. Prof. Technik,Technician - Construction Technology (without focus)/B. Prof. Technology,31103
Techniker/in - Bautechnik (Stahlbetonbau),Technician - construction technology (reinforced concrete construction),32113
Techniker/in - Bautechnik (Stahlhochbau),Technician - construction technology (steel construction),32103
Techniker/in - Bautechnik (Straáenbau),Technician - construction technology (road construction),32223
Techniker/in - Bautechnik (Tiefbau)/B. Prof. Technik,Technician - Civil Engineering (Civil Engineering)/B. Prof. Technology,32203
Techniker/in - Bautechnik (Verkehrsbau),Technician - Construction Technology (Transportation Construction),31133
Techniker/in - Bautechnologie,Technician - Construction Technology,31103
Techniker/in - Bekleidungsfertigung,Technician - clothing production,28223
Techniker/in - Bekleidungsgestaltung,Technician - clothing design,28213
Techniker/in - Bekleidungskonstruktion,Technician - Clothing Construction,28213
